Headline,Actual Tag,Predicted Tag
"જુનો ફોન આપીને ઘરે લઈ જાઓ નવો સ્માર્ટફોન, શાઓમી આપી રહી છે તક",Tech,Tech
"Sridevi Bunglow ફિલ્મના વિવાદ અંગે પ્રિયા પ્રકાશ વૉરિયરે આપ્યો જડબાતોડ જવાબ, જાણો શું કહ્યું?",Entertainment,Entertainment
"બાઇકમાં આ રીતે લગાવો SIM કાર્ડ, ચોરી થવા પર જલદી જ ખબર પડી જશે લોકેશન",Tech,Tech
આપનાં સ્માર્ટફોનને હેકિંગ અને ડેટા ચોરીથી બચાવશે આ ખાસ એપ,Tech,Tech
"આ શહેરમાં લોકો કરી રહ્યાં છે હેલ્મેટ પહેરવાનો વિરોધ, જાણો કારણ",Tech,Business
બજેટમાં BPL પરિવારોને શું મળી ભેટ? જોવો તસ્વીર,Business,Business
"..અને રણબીરે જાહેરમાં કહી દીધુ, 'હા હું આલિયાને ડેટ કરુ છું'",Entertainment,Entertainment
"આયુષ્યમાન ખુરાનાની પત્નીને કેન્સર, હોસ્પિટલમાંથી શેર કર્યો PHOTO",Entertainment,Entertainment
"Samsung galaxy M  સિરીઝના સ્માર્ટફોન પર ખાસ ઓફર, jio users મેળવી શકશે લાભ",Tech,Tech
"મોદી સરકારની ગીફ્ટ, કોઈ પણ રેશનિંગ દુકાનથી લઈ શકાશે અનાજ",Business,Business
હવે 33 વર્ષ સુધી ફ્રીમાં મુસાફરી કરી શકશે સરકારી કર્મચારીઓના બાળકો!,Business,Tech
"જાણો શું છે GST, ટેક્ષમાં શું થશે ફાયદા-ગેરફાયદા",Business,Business
રાધીકા છે રાજકુમાર રાવની ખાસ BFF જુઓ તેમની મસ્તી,Entertainment,Entertainment
"7મા પગાર પંચમાં કર્મચારીઓને લોટરી, પગાર ત્રણ ગણો થવાની સંભાવના",Business,Business
"એક સમયની સંસ્કારી વહુ, આજે પોતાના બોલ્ડ અંદાજને લઈને થઈ રહી છે વાયરલ",Entertainment,Entertainment
"હવે નહીં ખર્ચ થાય પેટ્રોલ-ડિઝલમાં રૂપિયા, ઘરે લઈ આવો આ સસ્તી કાર..!",Business,Business
માત્ર 100 ડોલરમાં ખરીદી હતી CPL ફ્રેન્ચાઇઝી : વિજય માલ્યા,Business,Business
"અહી મળી રહ્યું છે FD પર સૌથી વધુ 8.5 ટકા વ્યાજ, આમ ઉઠાવો ફાયદો",Business,Tech
"ફેબ્રુઆરીથી TV જોવાનું થઈ જશે સસ્તુ, જાણો - તમામ ચેનલના ભાવ, કેટલો થશે ખર્ચ",Business,Business
"Jaguarની 50મી વર્ષગાંઠ પર લોન્ચ કરી સ્પેશિયલ એડીશન XJ50, આટલી છે કિંમત",Tech,Tech
"દુનિયાનું સૌથી સસ્તુ સ્માર્ટ LED TV લોંચ, ખરીદવા માટે Aadhaar ફરજિયાત!",Tech,Business
"મલિયાલી એક્ટ્રેસ પ્રિયા પ્રકાશ વોરિયરે ફરી કરી ઇશારામાં વાત, જુઓ નવો પ્રોમો",Entertainment,Entertainment
"સાવધાન! મોબાઈલથી તૂરંત હટાવો Gmail એપ, લાગી શકે છે હજારોનો ચૂનો",Tech,Entertainment
"RBIએ વ્યાજદરોમાં ન કર્યો કોઇ ફેરફાર, નહીં ઘટે EMI",Business,Business
"કરિનાએ પ્રિયંકા ચોપડાને આપી શીખામણ, મૂળ ન ભૂલવા જોઇએ",Entertainment,Entertainment
"બ્રેગ્ઝિટ: બ્રિટનવાસીઓએ જનમત તો આપ્યો, પરંતુ હવે શું થશે?",Business,Business
WhatsApp પર તમારી લોકલ ભાષામાં કરો ચેટિંગ,Tech,Tech
"ઘરે જ લગાવો ATM, દર મહિને થશે લાખોની કમાણી",Business,Business
"સિંગતેલના ભાવમાં ભડકો,4દિવસમાં 120નો વધારો, ડબ્બાનો ભાવ રૂ.2000ને પાર",Business,Business
કંગના રનોટની આ બેગની કિંમત જાણીને તમે પણ ચોંકી જશો,Entertainment,Business
"SBIએ આપ્યો ગ્રાહકોને આંચકો, મોંઘી થઈ જશે તમારી લોન",Business,Business
Blackमेल Trailer:પત્નીને આપવા આવ્યો સરપ્રાઈઝ પરંતુ થયું એવુ કે બન્યો બ્લેકમેલર,Entertainment,Business
"કેમ બોલિવૂડ સ્ટાર્સ ખેચાવી રહ્યાં છે 'સેનેટરી પેડ્સ' સાથે તસવીરો, જાણી લો કારણ",Entertainment,Entertainment
"GSTનો નવો રેટ આજથી લાગુ, આ 23 વસ્તુ થઈ સસ્તી? જાણો આખું લિસ્ટ",Business,Business
ટીવીની 'સંસ્કારી વહુ'ને શું થઈ ગયું? બીકિની પહેરતા ખળભળાટ,Entertainment,Entertainment
બિગબોસની આ એક્સ-કન્ટેસ્ટન્ટે શેર કરી બિકીની તસવીર,Entertainment,Entertainment
RIP : કેન્સર સામે લડી રહેલાં અભિનેતા રમેશ ભાટકરનું નિધન,Entertainment,Entertainment
આઈબીએમ-ફેસબુકે હાથ મિલાવતા હવે ગ્રાહકોને લાભ થશે,Business,Business
PHOTOS: પત્નીને છોડીને આ વિદેશી HOT મોડલને ડેટ કરી રહ્યો છે અર્જુન રામપાલ,Entertainment,Entertainment
"ફટાફટ શીખી લો નેટ-મોબાઈલ બેકિંગ, ટુંક સમયમાં થશે આ બદલાવ",Tech,Business
"ગુડી પડવાની કરોડોની કમાણી છોડી જવેલર્સોએ હડતાળ યથાવત રાખી,મહારાષ્ટ્રીયનોને પડી હાલાકી",Business,Business
"નિફ્ટી 10720ની નીચે બંધ, સેન્સેક્સમાં 16 પૉઇન્ટનો વધારો",Business,Business
"કેવું રહેશે દીપિકા-રણવીરનું લગ્ન જીવન, જાણો શું કહે છે જ્યોતિષ?",Entertainment,Entertainment
"SBI એકાઉન્ટમાં ઘરે બેઠા કરો પોતાનો મોબાઈલ નંબર અપડેટ, શું છે પૂરી પ્રોસેસ?",Business,Tech
"ઇરફાનને છે લાખોમાંથી એકને થાય તેવી બીમારી, 'ન્યૂરોએન્ડોક્રાઇન ટ્યૂમર'",Entertainment,Entertainment
સરકારી બેન્કની આ 70 શાખા ટુંક સમયમાં થઈ શકે છે બંધ,Business,Business
"રૂ. 1400થી શરૂ કરો સેવિંગ, નોકરી પહેલા તમારા દીકરાને મળી જશે 1 કરોડ",Business,Business
"RBIની ધિરાણ નીતિ જાહેર, જોવો વીડિયો",Business,Business
"આજથી વધ્યો ટેક્ષ, ખિસ્સા થશે ખાલી, કઇ વસ્તુ થશે મોંઘી? જાણો",Business,Business
"સાઉથની અભિનેત્રીએ કરી આત્મહત્યા, બોયફ્રેન્ડ પર મૂક્યો આરોપ",Entertainment,Entertainment
"ટ્રેન ટિકિટ નથી થઇ કન્ફર્મ તો પણ કરી શકો છો મુસાફરી, રેલવેની આકર્ષક છે આ સ્કીમ",Business,Business
"માત્ર રૂ.20માં ખોલાવવો સેવિંગ એકાઉન્ટ, મળશે તમામ બેંકિંગ સર્વિસ",Business,Business
"આ બેંક દ્વારા વિજળી-પાણીનું કરો બિલ પેમેન્ટ, મળશે 500 રૂપિયા કેશબેક",Business,Business
"પરફેક્ટ પતિ છે વિરાટ કોહલી, આ રહ્યો પુરાવો",Entertainment,Business
"તમારા મોબાઈલથી કમાઓ પૈસા, અપનાવો આ ટ્રિક્સ",Tech,Business
Budget 2018: આ સેક્ટર્સમાં મળી શકે છે નોકરીઓની વધારે તક,Business,Business
"પ્રેગ્નેન્ટ છે આ સુપર મોડલ, શેર કરી પ્રેગ્નેન્સીની પહેલી તસવીર",Entertainment,Entertainment
9 વર્ષ બાદ રેમ્પ પર હાથમાં હાથ નાખીને ચાલ્યા સલમાન-કેટરિના,Entertainment,Entertainment
"'ઘડક'  ટ્રેલર લોન્ચિંગ ઇવેન્ટમાં ભાવૂક થઇ ખૂશી, જુઓ  Photos",Entertainment,Entertainment
"વજન ઘટાડીને ફિટ થઇ રહ્યો છે કપિલ, આ મહિનામાં જ કરી શકે કમબેક",Entertainment,Business
Budget 2019-20: મોદી સરકારના બજેટથી પહેલીવાર બોલિવૂડમાં ખુશી,Entertainment,Business
"બિપાશા બાસુએ પતિ કરણ ગ્રોવર સાથે સેલિબ્રેટ કર્યો જન્મદિવસ, જુઓ Pics",Entertainment,Entertainment
"Oscar 2019: વેનિટી ફેર ઓસ્કાર પાર્ટીમાં પ્રિયંકા અને નિકનો જલવો, જુઓ સેલિબ્રિટીઝની ખાસ તસવીરો",Entertainment,Entertainment
"હવે નહીં પડે સ્ટાઇલિસ્ટની જરુરિયાત, રજૂ થયો Smart Mirror",Tech,Tech
"શિવાંગી જોષી એશીયાની 5મી સૌથી સેક્સી મહિલા બની, બોયફ્રેન્ડે આપી શુભકામના",Entertainment,Entertainment
કેમ કોંગ્રેસ સલમાન ખાનને ઇન્દોરથી ચૂંટણી લડાવવા માગે છે? આ રહ્યાં 5 કારણ,Entertainment,Entertainment
IDBI બેંક અને LIC વચ્ચે થયેલા સોદાના વિરોધમાં બેંક-કર્મચારીઓ સોમવારથી હડતાળ પર,Business,Business
"રેટિંગ મામલે સુપરફ્લોપ છે સલમાનની 'રેસ-3', આ રહ્યો પુરાવો",Entertainment,Entertainment
આયુષ શર્માની સ્કૂટી પાછળ બેસેલી વરીના હુસેને વડોદરાથી શરૂ કર્યુ 'લવરાત્રી' નું પ્રમોશન,Entertainment,Entertainment
નવા વર્ષથી યાત્રિઓને આ 6 સુવિધાઓ આપશે રેલવે,Business,Business
"સલમાનના ભાણેજનો વીડિયો વાઇરલ, નાના સલીમ ખાનની પીઠ પર કરી સવારી",Entertainment,Entertainment
"SRKનાં દિલને સ્પર્શી ગઇ સંજૂની આ વાત, સંજયને ત્યારથી માને છે 'મોટો ભાઇ'",Entertainment,Entertainment
"શ્રીદેવીની ટોપ-10 ફિલ્મો, જેણે બનાવી તેને ઇન્ડસ્ટ્રીની 'નગીના'",Entertainment,Entertainment
દાદાસાહેબ ફાળ્કે એક્સેલન્સ અવોર્ડથી નવાઝવામાં આવશે અનુષ્કા,Entertainment,Entertainment
"શ્રીદેવીની પુત્રી જ્હાન્વીએ કંઇક આવી રીતે મનાવ્યો જન્મદિવસ, તસવીર VIRAL",Entertainment,Entertainment
નથી રોકાઇ રહ્યો આ એકટ્રેસની બોલ્ડ તસવીરનો સિલસિલો,Entertainment,Entertainment
"'બાગી-2'નું ટ્રેલર રિલીઝ માટે ટાઇગર-દિશા શેનાથી લાગ્યો ડર, જુઓ VIDEO",Entertainment,Entertainment
ફેસબુક વિવાદ: તો શું ઝકરબર્ગનું રાષ્ટ્રપતિ બનવાનું સપનું તૂટી જશે?,Tech,Business
"આ સ્માર્ટ હેલ્મેટમાં લાગેલું છે એર પ્યૂરીફાયર, પ્રદુષિત હવાને કરશે ક્લીન",Tech,Business
"ગે-લેસ્બિયન કપલ્સને લઇને ચર્ચામાં 'બિગ બોસ 12', આ વખતે શું છે ખાસ ?",Entertainment,Entertainment
"હવે ઘર લેવું બનશે મોંધુ, બેંકોએ વધાર્યો વ્યાજ દર",Business,Business
"ટીવીના આ ફેમસ હીરો-હીરોઈને કર્યા ચુપકે ચુપકે લગ્ન, પહેલા કરી હતી સગાઈ",Entertainment,Entertainment
"સોનમ કપૂરના ઘરે ચાલી રહી છે લગ્નની તૈયારીઓ, વીડિયો થયો વાયરલ",Entertainment,Entertainment
"માત્ર રૂ. 1000 લગાવી બનાવો રૂ. 7.75 લાખ, જાણો - કેવી રીતે",Business,Business
"5 સ્ટાર હોટલ જેવી છે આ ઇન્ડિયન કંપનીની ઓફિસ, જુઓ તસવીર",Business,Business
"દેશને ખાડામાંથી બહાર લાવવા માટે 5 વર્ષ બહુ ઓછા, મોદી ફરી બને PM: કંગના",Entertainment,Business
"SBI બેંકનું આ નવું 0 બેલેન્સ ખાતું થઇ રહ્યું છે લોકપ્રિય, કેમ કે...",Business,Business
"ટીવીની 'કિન્નર બહુ'એ બોયફ્રેન્ડ સાથે કરી સગાઇ, જુઓ તસવીરો",Entertainment,Entertainment
બોલિવૂડની ખૂબસૂરત અભિનેત્રી શ્રીદેવીની યાદગાર તસવીરો,Entertainment,Entertainment
"2018માં વેપાર અને આર્થિક જગતમાં શું થઈ ઉથલ-પાથલ, જાણો એક મિનિટમાં",Business,Business
Paytmનો કરો છો ઉપયોગ તો જાણી લો આ ચાર જરૂરી વાત,Tech,Tech
"ભારતને સપોર્ટ કરનારા ટ્રમ્પના બદલાયા સૂર, સાધ્યું નિશાન",Business,Business
Viral Video: રણબિર કપૂરે ગર્લફ્રેન્ડ આલિયા ભટ્ટની કરી મિમિક્રી,Entertainment,Entertainment
"પૈસાદાર બનાવી દે તેવા શેર! 4 વર્ષમાં 4 ઘણો નફો, હજુ પણ છે તક",Business,Business
"મિસ વર્લ્ડ માનુષી છિલ્લર આવી રીતે કરશે લગ્ન, જવાબ સાંભળી બોલી કરીના",Entertainment,Entertainment
પાપોન સરે એ રીતે જ કિસ કરી જેમ મમ્મી-પપ્પા કરે: માઈનર કન્ટેસ્ટન્ટ,Entertainment,Business
OnePlus 6 ખરીદવા પર આવી રીતે મળશે રૂ.2000નું ડિસ્કાઉન્ટ,Tech,Tech
"SBI કસ્ટમર્સ ખુશ થઈ જાઓ, હવે મિનિમમ બેલેન્સ થશે ઓછું!",Business,Business
"આજથી આ ત્રણ બેંકોની લોન થઇ સસ્તી, જાણો કેટલો થયો ઘટાડો",Business,Business
Jawa મોટરસાઈકલનું નવા ક્લાસિક બાઈક સાથે પુનરાગમન,Tech,Tech
ભારત ગ્રોથ રેટમાં ચીનથી આગળ થશે,Business,Business
"Box Office Day3 : 'ગલી બોય'ની છલાંગ, કમાણી 50 કરોડને પાર",Entertainment,Entertainment
"મલાઇકાના આ શુઝની કિંમત છે  iPhoneX જેટલી, જુઓ તસવીર",Entertainment,Tech
"મોડલે બિચ પર વિતાવ્યો દિવસ, મેકઅપ વગરની તસવીર કરી શેર",Entertainment,Entertainment
પોતાના જેવી જ લાગતી US સિંગરની ટ્વિટ પર અનુષ્કાએ આપ્યો આવો જવાબ,Entertainment,Entertainment
"ફ્રાંસના અર્થશાસ્ત્રીએ મોદી સરકારના ભરપેટ વખાણ કર્યા, જાણો શું કહ્યું?",Business,Business
"ફરી જોવા મળી પ્રિયંકા ચોપડા અને મેરી કોમની દોસ્તી, સાક્ષી છે આ Tweet",Entertainment,Entertainment
"SBI બેન્ક એકાઉન્ટમાં થઈ જાય Fraud, તો તુરંત કરો આ કામ",Business,Business
"ભારતમાં લોન્ચ થઇ દુનિયાની સૌથી મોંઘી એન્ડ્રોઇડ એપ, જાણો વિશેષતા",Tech,Tech
"LIC ફોન પર આપે છે આ સર્વિસ, ઘરે બેસી પતાવી શકો છો આ 12 કામ",Business,Business
"સફેદ વાળ, બદલાયેલા લૂક અંગે રિશી કપૂરે કર્યો ચોંકાવનારો ખુલાસો",Entertainment,Entertainment
"ફિલ્મે તોડ્યા Box Officeનાં તમામ રેકોર્ડ, વાઇફે કરી KISS, ફોટો VIRAL",Entertainment,Entertainment
સુનીલ શેટ્ટીનાં બોલાવવા પર મુંબઇ પહોચ્યા ડાંસિંગ સ્ટાર 'ડબ્બૂ જી',Entertainment,Entertainment
ફ્રીમાં મેળવવા માંગો છો OnePlus 6? તો વાંચો આ સમાચાર,Tech,Tech
"લગ્નની મેહંદી પણ નથી ઉતરી,  અંકિતાએ પતિ મિલિંદ સાથે 10 KM રેસમાં લીધો ભાગ",Entertainment,Entertainment
"ભારતીય વિદ્યાર્થીઓએ બનાવી કમાલની એપ, ઓળખી શકાશે દવાઓ અસલી છે કે નકલી",Tech,Tech
જુઓ ઇટાલીમાં 'દીપવીર' ના લગ્ન સ્થળનો આકર્ષક નજારો,Entertainment,Entertainment
"Top 100 Brands: GOOGLE વિશ્વની નંબર વન બ્રાન્ડ, ભારતમાંથી માત્ર HDFC Bank",Business,Business
#TRIVIA: પહેલાં શોટ માટે રિશિ કપૂરને મળી હતી સંજય દત્તની મા પાસેથી 'લાંચ',Entertainment,Entertainment
"હોમ લોન લેનારા માટે ખુશખબરી, SBIએ ઘટાડ્યા વ્યાજ દર",Business,Entertainment
શું તમે જોયું Suzukiનું નવું Access 125 સ્કૂટર?,Tech,Tech
"સલમાન ખાનની હત્યાનાં ષડયંત્રનો ખુલાસો, ઘરની રેકી કરી ચુક્યો હતો આરોપી",Entertainment,Entertainment
યુવા છોકરીઓને ફિલ્મમાં કામની લાલચે વેશ્યાવૃત્તિમાં ધકેલનાર અભિનેત્રીની ધરપકડ,Entertainment,Entertainment
"વ્યારાના એક નાનકડા જિનિયસની શોધ, નશો કરી ડ્રાઈવ કરશો તો કાર નહીં થાય ચાલું",Tech,Business
"દિશા પટણીનું સુપરહોટ ફોટોશૂટ, જોતા જ રહી જશો",Entertainment,Entertainment
"ટૂકાં કપડાંમાં સૂફી ગીત ઇસ્લામ વિરોધી, સોના મોહાપાત્રાને મળી ધમકીઓ",Entertainment,Entertainment
કેન્દ્રના નવા નોટિફિકેશનથી સુરતના કાપડ ઉદ્યોગના વેપારીઓ ચિંતિત,Business,Business
"મોબાઈલનો આ રીતે ઉપયોગ કરવા પર મોદી સરકાર આપશે પૈસા, 14 એપ્રિલથી શરૂ થશે સ્કીમ!",Business,Business
"દર માસના પ્રથમ સોમવારે ઉદ્યોગપતિઓ સાથે બેઠક,સીએમ જાતે અટવાયેલા પ્રશ્નો ઉકેલશે!",Business,Business
"યામાહા કંપનીએ કરી એમટી રેન્જ બાઇક લોન્ચ, જ્હોન અબ્રાહમે ઉઠાવ્યો પરદો",Business,Business
"લોન્ચ થયો દુનિયાનો પહેલો વાળી શકાય તેવો સ્માર્ટફોન, જુઓ Video",Tech,Tech
"Ex બિગ બોસ કન્ટેસ્ટંટ લોકેશ કુમારી થઇ ગઇ છે સુપર બોલ્ડ, જુઓ તસવીરો",Entertainment,Entertainment
બજેટ 2016 LIVE : નાણામંત્રી અરૂણ જેટલીના બજેટમાં શું હશે? જોવો તસ્વીર,Business,Business
"ભાઈબીજના દિવસે મોદીની દેશની બહેનોને ગીફ્ટ, ગેસનો બાટલો ફરી કર્યો મોંઘો",Business,Business
"સોનાની રોકડ ખરીદી પર લાગશે ટેક્સ, શું છે મામલો? જાણો",Business,Business
"અહી  Whatsapp, Facebook યુઝ કરવા પર દરરોજ લાગશે 3.36 રૂપિયા",Tech,Tech
સતત બીજા દિવસે વધ્યાં પેટ્રોલ - ડીઝલના ભાવ,Business,Business
સ્વિમિંગ પૂલમાં કૂતરાને KISS કરતી જોવા મળી સુહાના ખાન,Entertainment,Entertainment
"શેર બજારમાં સોમવાર શુભ રહ્યો, નિફ્ટી 8,000ની પાર",Business,Business
"આ એરલાઈન્સ 10 લાખ ટિકીટો વેચી રહી છે નજીવી કિંમતે, તમે પણ માણો હવાઈયાત્રા",Business,Business
"આતંકવાદને નાબુદ કરવા યુદ્ધ જરૂરી,યોગ ભ્રષ્ટ્રાચારનું સમાધાનઃબાબા રામદેવ",Business,Business
"ફક્ત 4 લાખ રોકીને શરૂ કરો સાબુનો બિઝનેસ, થશે લાખોની કમાણી",Business,Business
"નવા વર્ષમાં આ 5 એડવાન્સ સ્કૂટર થશે લોન્ચ, જાણો તેના ફિચર્સ અને કિંમત",Business,Tech
"OMG:આ લોકપ્રિય એક્ટ્રેસે કર્યો સ્વીકાર, સુંદર દેખાવા માટે કરાવી લિપ સર્જરી",Entertainment,Entertainment
નાણામંત્રી જો આ બાબતો કરે તો આવી શકે છે 'અચ્છે દિન',Business,Tech
આ મ્યૂચ્યુઅલ ફંડ સ્કીમમાં પૈસા રોકનારાઓને થયું નુકસાન! હવે શું કરે રોકાણકારો?,Business,Business
ઈન્ટરનેટ VIDEOમાં ધૂમ મચાવતી એક્ટ્રેસ શાકભાજી વેચવા મજબૂર!,Entertainment,Entertainment
"સ્માર્ટ ફિચર સાથે ભારતમાં લોન્ચ થઇ Honda Civic, લૂકમાં છે ગજબ",Tech,Tech
આ કારણે શ્રીદેવી-બોની કપૂર વચ્ચે અવારનવાર થતાં હતા ઝઘડા,Entertainment,Entertainment
Royal Enfield ક્લાસિક 500 Pegasusની નવી બુકિંગ તારીખનો થયો ખુલાસો,Tech,Business
Xiaomiનો 4 કેમેરા ફોન માત્ર 465 રુપિયાના EMI પર વસાવો,Tech,Tech
"લોન ધારકો માટે ખુશખબર, વ્યાજ દર ઘટવાની સંભાવના",Business,Business
"'અવતાર 2'ની કહાનીમા હશે ટ્વિસ્ટ, જેમ્સ કેમરૂનએ કર્યો ખુલાસો, જાણો ક્યારે થશે રિલીઝ",Entertainment,Tech
"Moto G7 Power થયો ભારતમાં લોન્ચ, જાણો કિંમત અને ફિચર્સ",Tech,Tech
"18 વર્ષ બાદ આ ફિલ્મમાં એક સાથે જોવા મળશે અનિલ-માધુરી, ફર્સ્ટ લૂક આવ્યો સામે",Entertainment,Entertainment
"પેટ્રોલ-ડીઝલના ભાવમાં ભડકો, મુંબઇમાં રૂ.88 પ્રતિ લિટર નજીક પહોંચ્યું પેટ્રોલ",Business,Business
"દીપિકાએ મહેંદી વાળી પાસે સાઇન કરાવ્યો કોન્ટ્રેક્ટ, ફરી નહીં લાગાવી શકે તે ડિઝાઇન",Entertainment,Entertainment
"VIDEO: 'સત્યમેવ જયતે'નું ટ્રેલર થયુ રિલીઝ, ભ્રષ્ટ પોલીસ સામે જ્હોન અબ્રાહમની લડાઇ",Entertainment,Entertainment
આ રોમેન્ટિક સ્થળે ગર્લફ્રેન્ડ સાથે રજાઓ મનાવી રહ્યા છે કપિલ શર્મા,Entertainment,Entertainment
"એક દિવસમાં 75,000 કરોડથી વધી ગઇ આ માણસની સંપત્તિ",Tech,Business
"MWC 2019: લોન્ચ થયું 1TB microSD કાર્ડ, સ્ટોર થશે હજારો ફિલ્મ્સ",Tech,Business
બનાસ ડેરીમાં રાજસ્થાનના સભાસદોનુ દૂધ નહિ સ્વીકારાય,Business,Business
"લગ્ન બાદ ચમકી ઉઠ્યો આ એક્ટ્રેસનો ચહેરો, જુઓ તસવીર",Entertainment,Entertainment
"30,000 રૂપિયાની આ બાઈક પેટ્રોલ વગર ચાલશે 70 કિલોમીટર",Tech,Tech
"101 વર્ષ થયા એક રુપિયાની નોટને, જાણો કેવી રહી સફર",Business,Business
"આ 12 શહેરોમાં આવી રહ્યું છે ટાટા સ્કાય બ્રોડબેન્ડ, 100mbps સ્પીડનો દાવો",Tech,Business
"Honor 8X ભારતમાં લોન્ચ, 6GB રેમ સાથે મળશે 128 જીબી સ્ટોરેજ",Tech,Tech
'પાર્ટી ઓલ નાઇટ' ગર્લનો અંદાજ સોશિયલ યુઝર્સને કરે છે આકર્ષિત,Entertainment,Business
"ગુજરાત વેપાર ધંધા માટે દેશમાં નંબર-1, વર્લ્ડ બેંકનો રિપોર્ટ",Business,Tech
"VIDEO: 'ફન્ને ખાં'નું ટિઝર થયું રિલીઝ, અનિલ-ઐશ્વર્યાનો જુઓ હટ કે લૂક",Entertainment,Entertainment
શરદ મલ્હોત્રા સાથે બ્રેકઅપ બાદ પૂજા બિષ્ટનો જોવા મળ્યો બોલ્ડ અવતાર,Entertainment,Entertainment
"સરળ થઈ ગયું YOUTUBE પર લાઈવ જવું, જોડાયા નવા ફિચર્સ",Tech,Tech
"નાના ખેડૂતો માટે મોટો પ્લાન, લોન-વીમા સહિત આ સુવિધા મળશે",Business,Business
સરકારી બેંકો બંધ: સુત્રોચ્ચાર સાથે કર્મચારીઓએ વ્યક્ત કર્યો વિરોધ,Business,Entertainment
આ ખૂબસૂરત 4G ફોન માટે ભારતીય યૂઝર્સે જોવી પડશે થોડી રાહ,Tech,Tech
"જિયો યૂઝર્સ માટે ધમાકેદાર ઓફર, આ રિચાર્જ પર થશે 400 રૂપિયાનો ફાયદો",Tech,Tech
શું શાહિદની પત્ની મીરાં છે બીજી વખત પ્રેગ્નેન્ટ?,Entertainment,Entertainment
ધમાકેદાર ઓફર: માત્ર 1700 રૂપિયામાં મળી રહ્યો છે iPhone7!,Business,Tech
મને સેક્સ દેખાડી ખુબ ખુશી થાય છે: એકતા કપૂર,Entertainment,Entertainment
"આનંદો! JIO ફોનની ડિલિવરી આજથી શરૂ, આ ગ્રાહકોને મળશે પહેલા, જાણો",Business,Tech
PHOTOS: જાણો બર્થ ડે ગર્લ તાપસીની ખાસ જાણવા જેવી વાતો,Entertainment,Business
"આટલી હોઇ શકે છે દુનિયાના પહેલાં 48MP સ્માર્ટફોનની કિંમત, પ્રી-બુકિંગ પર મળશે ગિફ્ટ",Tech,Tech
"બજેટ 2017: નોટબંધીથી ભ્રષ્ટાચાર ઘટ્યો, નાણામંત્રી અરૂણ જેટલીએ શું કહ્યું? જાણો",Business,Business
"એકથી વધુ PAN કાર્ડ રાખનારાને થશે દંડ, જાણો સરેન્ડર કરવાની પ્રોસેસ",Business,Business
#MeToo Effect:સાજિદ ખાન બાદ હવે નાના પાટેકરે પણ છોડી 'હાઉસફુલ-4',Entertainment,Entertainment
"મુંબઇમાં FICCI ફ્રામ્સ 2016નો પ્રારંભ, RIL ચેરમેન મુકેશ અંબાણીનું સંબોધન, શું કહ્યું? Video",Business,Business
શું તમે ડાયટિંગ કરી કરીને થાકી ગયા છો? તો આ 5 વસ્તુ અમલમાં મૂકીને સટાસટ ઘડાટો વજન,Entertainment,Tech
પ્રધાનમંત્રી આવાસ યોજનામાં 2020 સુધીમાં આટલા મકાન બનશે,Business,Business
"અંદરથી આવું છે દેશનું પહેલું સિનેમા મ્યુઝિયમ, જુઓ તસવીરો",Entertainment,Entertainment
"અમિતાભની જાહેરાત, દરેક શહીદ જવાનના પરિવારને આપશે પાંચ લાખ",Entertainment,Entertainment
"કોઇપણ સંજોગોમાં મળી જશે ચોરી થયેલો ફોન, સરકારે બનાવી આ સિસ્ટમ",Tech,Tech
ટીવીની ખૂબસુરત 'નાગિને' ઇન્સ્ટાગ્રામ પર બતાવ્યો સેક્સી અંદાજ,Entertainment,Entertainment
"હવે રેલ સફર થશે સરળ, રેલવે આપવા જઈ રહ્યું છે મોટી ભેટ",Tech,Tech
"પેટ્રોલ-ડીઝલ થયું સસ્તું, ચાર દિવસમાં આટલા ઘટ્યાં ભાવ, જાણો આજની કિંમત",Business,Business
"કાદર ખાનના ભાવૂક દીકરાએ કહ્યું,  અંતિમ શ્વાસ સુધી પિતાએ કર્યા Big Bને યાદ",Entertainment,Entertainment
જુઓ દુનિયાની સૌથી સુંદર દુલહન દીપિકાની મનમોહક તસવીરો,Entertainment,Entertainment
"હવે વોટર આઇડી સાથે જોડાશે 'આધારકાર્ડ', આયોગે શરૂ કરી તૈયારી",Business,Business
શું દબંગ-3 માં પણ કરીના કપૂર આઈટમ નંબર સ્પેશિયલ ડાન્સ કરશે?,Entertainment,Entertainment
બજેટમાં એ્ક્સાઇઝના વિરોધમાં રાજકોટના સોની વેપારીઓએ બંધ પાડ્યો,Business,Business
નવા શોમાં આ એક્ટર સાથે જોવા મળશે દ્રષ્ટી ધામી,Entertainment,Entertainment
"Hot Photos : સલમાનની ખાસ એલી અવરામે કરાવ્યું હોટ ફોટોશૂટ, ફેન્સ થયા કાયલ",Entertainment,Entertainment
ઐશ્વર્યાની આ આદતને તેની નણંદ પણ કરે છે નફરત,Entertainment,Entertainment
બિગબોસ એક્સ કન્ટેસ્ટન્ટ 'ડાયને' શેર કર્યો હોટ અંદાજ,Entertainment,Entertainment
"NTRની બાયોપિક જોવા ઉમટ્યા લોકો, દીકરાએ જ નિભાવ્યો પિતાનો રોલ",Entertainment,Entertainment
"રણવીર સિંહનો ધમાકો,  8 દિવસમાં જ 'ગલી બોય'ની સેન્ચુરી",Entertainment,Entertainment
ઘરે બેસી આધારકાર્ડમાં બદલો તમારો મોબાઈલ નંબર અને સરનામું,Tech,Tech
